NVC19,Rivers Hospital,,,,,," 	8,991 "," 	8,991 "," 	3,748 "," 	5,241 ",*, 	- 0," 	8,991 ", 	- 0, 	- 0, 	88 , 	17 , 	3 , 	2 , 	55 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	34 , 	32 , 	312 , 	373 , 	447 , 	590 , 	748 , 	885 , 	933 , 	816 , 	781 , 	976 , 	802 , 	648 , 	409 , 	167 , 	33 ," 	7,975 "," 	2,652 ", 	- 0, 	- 0, 	- 0
RXE,Rotherham Doncaster And South Humber NHS Foundation Trust,,,,,," 	2,456 "," 	2,289 "," 	1,194 "," 	1,259 ",*, 	951 , 	711 , 	598 , 	29 , 	216 , 	1 , 	46 , 	18 , 	58 , 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	14 , 	18 , 	22 , 	132 , 	139 , 	163 , 	152 , 	150 , 	162 , 	134 , 	127 , 	119 , 	166 , 	163 , 	198 , 	233 , 	193 , 	165 , 	- 0," 	97,092 ", 	- 0, 	- 0, 	- 0
NVC17,Rowley Hall Hospital,,,,,," 	4,770 "," 	4,770 "," 	1,960 "," 	2,809 ",*, 	- 0," 	4,770 ", 	- 0, 	- 0, 	97 , 	35 , 	2 , 	3 , 	59 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	13 , 	121 , 	161 , 	196 , 	193 , 	299 , 	446 , 	467 , 	460 , 	414 , 	521 , 	517 , 	415 , 	329 , 	168 , 	43 ," 	4,185 "," 	1,414 ", 	- 0, 	- 0, 	- 0
RHW,Royal Berkshire NHS Foundation Trust,,,,,," 	138,089 "," 	104,807 "," 	59,921 "," 	78,163 ",*," 	39,613 "," 	42,746 "," 	3,302 "," 	19,146 ", 	51 , 	34 , 	4 , 	1 , 	53 ," 	9,524 "," 	3,099 "," 	1,800 "," 	1,352 ", 	435 , 	408 , 	546 , 	610 , 	748 ," 	4,770 "," 	7,003 "," 	7,904 "," 	6,383 "," 	5,318 "," 	5,961 "," 	6,447 "," 	7,326 "," 	7,945 "," 	10,546 "," 	10,769 "," 	12,561 "," 	11,306 "," 	8,947 "," 	5,899 "," 	39,477 "," 	242,821 "," 	11,774 ", 	813 ," 	7,563 "
RT3,Royal Brompton & Harefield NHS Foundation Trust,,,,,," 	42,937 "," 	39,159 "," 	24,442 "," 	18,495 ", 	- 0," 	4,686 "," 	19,306 "," 	13,742 "," 	1,425 ", 	53 , 	37 , 	6 , 	2 , 	51 ," 	1,811 "," 	1,474 ", 	886 , 	881 , 	229 , 	218 , 	276 , 	213 , 	230 ," 	1,258 "," 	1,369 "," 	1,547 "," 	1,613 "," 	1,977 "," 	2,659 "," 	3,451 "," 	3,751 "," 	3,739 "," 	4,495 "," 	4,045 "," 	3,457 "," 	2,090 ", 	909 , 	271 ," 	16,616 "," 	130,740 ", 	715 ," 	1,298 ", 	209 
REF-X,Royal Cornwall Hospitals NHS Trust,,,,,," 	161,922 "," 	124,001 "," 	72,549 "," 	89,373 ", 	- 0," 	41,462 "," 	39,289 "," 	27,254 "," 	15,996 ", 	57 , 	42 , 	3 , 	1 , 	55 ," 	6,888 "," 	3,466 "," 	1,904 "," 	1,840 ", 	569 , 	451 , 	731 , 	820 , 	916 ," 	6,491 "," 	7,677 "," 	7,316 "," 	5,823 "," 	5,537 "," 	6,889 "," 	8,216 "," 	9,498 "," 	11,149 "," 	15,881 "," 	15,651 "," 	14,399 "," 	13,135 "," 	9,849 "," 	6,354 "," 	57,084 "," 	233,220 "," 	12,609 "," 	1,773 "," 	8,248 "
RH8,Royal Devon And Exeter NHS Foundation Trust,,,,,," 	167,733 "," 	125,336 "," 	78,326 "," 	89,404 ",*," 	37,661 "," 	51,473 "," 	24,431 "," 	11,771 ", 	50 , 	33 , 	4 , 	1 , 	58 ," 	7,156 "," 	3,081 "," 	1,811 "," 	1,763 ", 	457 , 	443 , 	672 , 	767 , 	966 ," 	5,301 "," 	6,338 "," 	6,813 "," 	5,066 "," 	5,788 "," 	7,176 "," 	8,386 "," 	9,543 "," 	11,336 "," 	15,943 "," 	17,146 "," 	16,681 "," 	15,022 "," 	11,733 "," 	7,605 "," 	63,764 "," 	268,999 "," 	10,335 "," 	2,098 "," 	3,573 "
RAL,Royal Free London NHS Foundation Trust,,,,,," 	199,754 "," 	169,874 "," 	90,540 "," 	109,201 ", 	13 ," 	55,846 "," 	76,337 "," 	17,505 "," 	20,186 ", 	54 , 	35 , 	4 , 	1 , 	54 ," 	9,570 "," 	3,891 "," 	2,801 "," 	2,445 ", 	682 , 	678 , 	796 , 	757 , 	901 ," 	6,341 "," 	9,709 "," 	11,923 "," 	10,157 "," 	8,721 "," 	10,048 "," 	11,800 "," 	12,224 "," 	12,273 "," 	14,990 "," 	14,214 "," 	16,258 "," 	15,428 "," 	12,223 "," 	9,398 "," 	78,116 "," 	412,267 "," 	16,693 "," 	3,156 "," 	6,637 "
RQ6,Royal Liverpool And Broadgreen University Hospitals NHS Trust,,,,,," 	123,197 "," 	95,153 "," 	62,485 "," 	60,712 ", 	- 0," 	38,999 "," 	34,228 "," 	21,411 ", 	515 , 	53 , 	36 , 	6 , 	2 , 	59 , 	- 0, 	56 , 	356 , 	168 , 	57 , 	299 , 	545 , 	821 , 	955 ," 	4,824 "," 	4,919 "," 	4,775 "," 	4,986 "," 	5,908 "," 	7,116 "," 	9,266 "," 	10,128 "," 	11,025 "," 	12,794 "," 	11,400 "," 	11,774 "," 	10,625 "," 	7,007 "," 	3,296 "," 	46,441 "," 	286,481 "," 	11,992 ", 	293 ,*
RAN,Royal National Orthopaedic Hospital NHS Trust,,,,,," 	17,219 "," 	17,206 "," 	7,679 "," 	9,540 ", 	- 0, 	369 ," 	12,718 "," 	4,098 ", 	21 , 	62 , 	47 , 	7 , 	3 , 	48 , 	59 , 	217 , 	355 , 	687 , 	210 , 	192 , 	163 , 	193 , 	158 , 	849 , 	851 , 	910 , 	997 ," 	1,124 "," 	1,360 "," 	1,491 "," 	1,442 "," 	1,353 "," 	1,529 "," 	1,239 ", 	938 , 	538 , 	248 , 	56 ," 	9,071 "," 	56,880 ", 	23 ," 	1,191 ",*
RA2,Royal Surrey County Hospital NHS Foundation Trust,,,,,," 	85,998 "," 	77,683 "," 	38,883 "," 	47,086 ", 	29 ," 	24,451 "," 	38,156 "," 	6,745 "," 	8,331 ", 	66 , 	34 , 	4 , 	1 , 	54 ," 	4,479 "," 	1,640 ", 	976 ," 	1,153 ", 	297 , 	339 , 	376 , 	493 , 	537 ," 	2,959 "," 	3,396 "," 	4,175 "," 	3,823 "," 	3,613 "," 	4,214 "," 	4,883 "," 	6,063 "," 	5,765 "," 	7,521 "," 	7,076 "," 	7,129 "," 	6,507 "," 	4,805 "," 	3,544 "," 	32,017 "," 	169,181 "," 	6,205 "," 	6,091 "," 	1,779 "
RD1,Royal United Hospitals Bath NHS Foundation Trust,,,,,," 	106,174 "," 	85,323 "," 	46,888 "," 	59,284 ",*," 	37,612 "," 	25,574 "," 	10,918 "," 	11,219 ", 	61 , 	42 , 	4 , 	1 , 	54 ," 	7,374 "," 	2,735 "," 	1,620 "," 	1,368 ", 	353 , 	368 , 	440 , 	507 , 	575 ," 	3,669 "," 	4,265 "," 	4,645 "," 	4,038 "," 	3,749 "," 	4,659 "," 	5,369 "," 	5,358 "," 	5,958 "," 	8,527 "," 	8,822 "," 	9,044 "," 	9,556 "," 	7,736 "," 	5,244 "," 	30,042 "," 	239,894 "," 	11,631 ", 	865 ," 	2,283 "
RM3,Salford Royal NHS Foundation Trust,,,,,," 	122,703 "," 	90,460 "," 	58,053 "," 	64,646 ",*," 	36,764 "," 	29,387 "," 	21,384 "," 	2,925 ", 	41 , 	29 , 	5 , 	1 , 	56 , 	797 ," 	1,181 ", 	512 , 	469 , 	128 , 	334 , 	459 , 	664 , 	714 ," 	5,036 "," 	6,336 "," 	6,523 "," 	6,513 "," 	7,524 "," 	8,890 "," 	9,546 "," 	8,763 "," 	8,741 "," 	10,893 "," 	10,227 "," 	9,881 "," 	8,059 "," 	5,844 "," 	3,813 "," 	41,544 "," 	242,639 "," 	10,847 "," 	1,843 "," 	2,523 "
RNZ,Salisbury NHS Foundation Trust,,,,,," 	68,699 "," 	59,457 "," 	30,708 "," 	37,991 ", 	- 0," 	20,914 "," 	26,508 "," 	3,629 "," 	8,406 ", 	63 , 	37 , 	4 , 	1 , 	53 ," 	3,006 "," 	1,367 "," 	1,088 ", 	756 , 	199 , 	249 , 	321 , 	347 , 	466 ," 	3,083 "," 	3,850 "," 	3,711 "," 	2,946 "," 	2,829 "," 	3,312 "," 	3,802 "," 	4,350 "," 	4,117 "," 	5,545 "," 	5,459 "," 	5,776 "," 	5,320 "," 	4,086 "," 	2,538 "," 	24,327 "," 	153,556 "," 	6,547 "," 	1,259 "," 	3,628 "
RXK-X,Sandwell And West Birmingham Hospitals NHS Trust,,,,,," 	130,436 "," 	101,425 "," 	60,482 "," 	69,952 ",*," 	52,279 "," 	31,240 "," 	5,119 "," 	12,787 ", 	51 , 	37 , 	3 , 	1 , 	51 ," 	9,353 "," 	3,686 "," 	2,154 "," 	1,795 ", 	466 , 	435 , 	617 , 	705 , 	743 ," 	5,605 "," 	6,958 "," 	6,712 "," 	5,871 "," 	5,563 "," 	6,310 "," 	7,382 "," 	7,231 "," 	7,853 "," 	8,521 "," 	9,403 "," 	10,793 "," 	9,663 "," 	7,520 "," 	4,381 "," 	30,140 "," 	240,832 "," 	15,965 "," 	1,000 "," 	2,173 "
8J285,Shaw Healthcare (Ledbury) Limited,,,,,, 	164 , 	164 , 	60 , 	104 , 	- 0, 	16 , 	16 , 	90 , 	42 ,,, 	25 , 	20 , 	84 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*,*,*,*, 	9 , 	20 , 	27 , 	58 , 	39 , 	- 0," 	4,131 ",*, 	- 0, 	- 0
RCU,Sheffield Children's NHS Foundation Trust,,,,,," 	26,168 "," 	25,250 "," 	14,429 "," 	11,739 ", 	- 0," 	6,058 "," 	9,627 "," 	8,851 ", 	714 , 	40 , 	31 , 	3 , 	1 , 	7 ," 	2,859 "," 	7,601 "," 	7,240 "," 	5,849 "," 	1,318 ", 	759 , 	332 , 	153 , 	42 ,*,*, 	- 0,*,*, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0," 	13,563 "," 	37,920 "," 	1,082 ", 	600 , 	164 
RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,,,,,," 	257,093 "," 	227,752 "," 	109,487 "," 	147,604 ",*," 	63,198 "," 	84,900 "," 	55,635 "," 	24,019 ", 	42 , 	30 , 	5 , 	2 , 	55 ," 	6,839 ",*,*, 	483 , 	131 , 	677 ," 	1,157 "," 	1,456 "," 	2,003 "," 	12,586 "," 	14,922 "," 	14,652 "," 	11,816 "," 	11,953 "," 	15,118 "," 	16,946 "," 	19,195 "," 	19,682 "," 	25,336 "," 	24,053 "," 	22,149 "," 	16,652 "," 	10,984 "," 	6,695 "," 	116,216 "," 	564,236 "," 	15,589 "," 	3,626 "," 	8,781 "
NTPH1,Shepton Mallet NHS Treatment Centre,,,,,," 	7,363 "," 	7,363 "," 	3,336 "," 	4,027 ", 	- 0, 	- 0," 	7,363 ", 	- 0, 	- 0, 	43 , 	36 , 	2 , 	2 , 	63 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	11 , 	21 , 	105 , 	144 , 	170 , 	239 , 	365 , 	493 , 	619 , 	668 , 	709 , 	991 , 	919 , 	876 , 	618 , 	320 , 	93 ," 	6,066 "," 	2,513 ", 	- 0, 	144 , 	- 0
RK5,Sherwood Forest Hospitals NHS Foundation Trust,,,,,," 	106,953 "," 	89,321 "," 	44,854 "," 	62,097 ",*," 	35,227 "," 	36,523 "," 	4,977 "," 	12,594 ", 	46 , 	30 , 	4 , 	1 , 	54 ," 	4,948 "," 	2,124 "," 	1,126 ", 	915 , 	282 , 	331 , 	425 , 	581 , 	865 ," 	5,220 "," 	6,638 "," 	5,510 "," 	4,153 "," 	4,230 "," 	5,265 "," 	6,152 "," 	6,081 "," 	6,382 "," 	8,161 "," 	8,768 "," 	9,078 "," 	8,815 "," 	6,450 "," 	4,270 "," 	35,332 "," 	231,649 "," 	9,857 ", 	555 ," 	5,800 "
RXW,Shrewsbury And Telford Hospital NHS Trust,,,,,," 	159,055 "," 	123,060 "," 	72,854 "," 	86,199 ",*," 	49,585 "," 	36,916 "," 	24,480 "," 	12,079 ", 	57 , 	34 , 	4 , 	2 , 	55 ," 	10,043 "," 	3,730 "," 	2,047 "," 	1,886 ", 	496 , 	529 , 	627 , 	654 , 	809 ," 	5,045 "," 	6,212 "," 	6,364 "," 	5,055 "," 	5,526 "," 	7,388 "," 	8,623 "," 	9,730 "," 	10,989 "," 	14,922 "," 	14,648 "," 	14,299 "," 	12,801 "," 	9,713 "," 	6,171 "," 	54,591 "," 	278,811 "," 	14,050 "," 	1,346 "," 	1,882 "
R1D,Shropshire Community Health NHS Trust,,,,,," 	3,047 "," 	3,039 "," 	1,352 "," 	1,694 ",*, 	470 , 	279 , 	969 ," 	1,321 ", 	102 , 	63 , 	19 , 	15 , 	58 , 	- 0, 	139 , 	579 , 	116 , 	7 , 	6 ,*,*,*, 	14 , 	31 , 	27 , 	32 , 	40 , 	31 , 	50 , 	49 , 	68 , 	100 , 	149 , 	289 , 	399 , 	473 , 	429 ," 	1,246 "," 	34,679 ",*,*, 	6 
R1C,Solent NHS Trust,,,,,," 	1,408 "," 	1,382 ", 	638 , 	770 , 	- 0, 	96 , 	210 , 	42 ," 	1,034 ", 	46 , 	44 , 	27 , 	21 , 	71 , 	- 0, 	16 , 	78 , 	65 , 	11 , 	8 ,*,*, 	- 0,*, 	8 , 	6 , 	6 , 	7 , 	13 , 	22 , 	24 , 	27 , 	71 , 	115 , 	128 , 	238 , 	284 , 	268 , 	199 ," 	31,469 ",*,*,*
RH5,Somerset Partnership NHS Foundation Trust,,,,,," 	5,132 "," 	4,683 "," 	2,154 "," 	2,978 ", 	- 0," 	2,942 ", 	92 , 	25 ," 	1,624 ", 	74 , 	78 , 	30 , 	18 , 	72 , 	- 0, 	- 0, 	- 0, 	13 , 	10 , 	11 , 	20 , 	24 , 	22 , 	149 , 	119 , 	152 , 	138 , 	167 , 	133 , 	136 , 	139 , 	166 , 	228 , 	291 , 	483 , 	844 , 	956 , 	929 , 	92 ," 	141,692 ", 	42 , 	- 0, 	7 
NFH01,Somerset Surgical Services,,,,,," 	1,535 "," 	1,533 ", 	729 , 	806 , 	- 0, 	- 0," 	1,530 ",*,*, 	48 , 	36 , 	4 , 	3 , 	67 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	32 , 	26 , 	44 , 	40 , 	57 , 	77 , 	84 , 	74 , 	122 , 	168 , 	195 , 	236 , 	183 , 	136 , 	56 ," 	1,505 ", 	98 , 	- 0,*, 	- 0
RWN,South Essex Partnership University NHS Foundation Trust,,,,,," 	1,541 "," 	1,143 ", 	740 , 	801 , 	- 0, 	812 , 	- 0, 	10 , 	321 ,,, 	54 , 	32 , 	57 , 	- 0, 	- 0, 	- 0, 	8 , 	11 , 	15 , 	22 , 	15 , 	16 , 	99 , 	105 , 	82 , 	82 , 	95 , 	83 , 	107 , 	69 , 	49 , 	60 , 	81 , 	129 , 	135 , 	161 , 	112 , 	- 0," 	54,682 ",*, 	- 0, 	- 0
NR526,South Hams (Kingsbridge) Hospital,,,,,, 	248 , 	248 , 	99 , 	149 , 	- 0, 	63 , 	15 , 	24 , 	146 , 	3 , 	1 , 	13 , 	10 , 	82 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	6 ,*,*,*,*, 	14 , 	54 , 	43 , 	59 , 	60 , 	19 ," 	2,952 ",*,*,*
RV5,South London And Maudsley NHS Foundation Trust,,,,,," 	5,778 "," 	5,778 "," 	3,170 "," 	2,607 ",*," 	1,825 ", 	- 0," 	3,456 ", 	497 ,,, 	79 , 	29 , 	39 , 	- 0, 	- 0, 	6 , 	51 , 	45 , 	78 , 	70 , 	82 , 	113 , 	696 , 	795 , 	705 , 	555 , 	557 , 	631 , 	483 , 	314 , 	206 , 	147 , 	100 , 	72 , 	38 , 	20 , 	10 , 	- 0," 	296,752 ", 	27 , 	23 , 	6 
RRE,South Staffordshire And Shropshire Healthcare NHS Foundation Trust,,,,,," 	2,781 "," 	1,942 "," 	1,525 "," 	1,256 ", 	- 0," 	1,465 ", 	- 0, 	407 , 	70 ,,, 	59 , 	15 , 	47 , 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	13 , 	24 , 	32 , 	241 , 	301 , 	354 , 	227 , 	225 , 	266 , 	204 , 	154 , 	153 , 	174 , 	121 , 	96 , 	108 , 	60 , 	26 ,*," 	115,902 ", 	11 , 	6 ,*
RTR,South Tees Hospitals NHS Foundation Trust,,,,,," 	181,960 "," 	152,086 "," 	85,701 "," 	96,257 ",*," 	53,857 "," 	48,337 "," 	35,828 "," 	14,064 ", 	46 , 	31 , 	4 , 	1 , 	54 ," 	8,437 "," 	5,244 "," 	2,941 "," 	2,407 ", 	562 , 	588 , 	743 , 	904 ," 	1,101 "," 	6,523 "," 	7,855 "," 	7,417 "," 	6,376 "," 	6,732 "," 	8,873 "," 	11,151 "," 	12,004 "," 	13,420 "," 	17,486 "," 	15,726 "," 	16,623 "," 	13,493 "," 	9,159 "," 	5,170 "," 	65,506 "," 	360,059 "," 	17,504 "," 	2,776 "," 	4,267 "
RE9,South Tyneside NHS Foundation Trust,,,,,," 	45,598 "," 	36,273 "," 	18,946 "," 	26,652 ", 	- 0," 	16,755 "," 	9,111 "," 	5,051 "," 	5,356 ", 	37 , 	23 , 	5 , 	1 , 	57 ," 	1,997 ", 	638 , 	244 , 	247 , 	98 , 	112 , 	197 , 	225 , 	261 ," 	1,971 "," 	2,522 "," 	2,230 "," 	1,584 "," 	1,388 "," 	1,882 "," 	2,501 "," 	2,889 "," 	3,306 "," 	3,770 "," 	3,722 "," 	3,934 "," 	4,196 "," 	3,255 "," 	2,311 "," 	12,425 "," 	119,593 "," 	4,748 ", 	210 ," 	2,656 "
RJC,South Warwickshire NHS Foundation Trust,,,,,," 	72,995 "," 	58,020 "," 	31,874 "," 	41,116 ",*," 	20,635 "," 	19,877 "," 	11,600 "," 	5,908 ",,, 	6 , 	2 , 	57 ," 	3,812 "," 	1,708 ", 	873 , 	741 , 	242 , 	195 , 	176 , 	228 , 	263 ," 	1,720 "," 	2,595 "," 	2,844 "," 	2,465 "," 	2,520 "," 	3,236 "," 	3,937 "," 	4,174 "," 	4,645 "," 	6,200 "," 	6,514 "," 	7,077 "," 	6,786 "," 	5,600 "," 	4,205 "," 	26,966 "," 	179,374 "," 	5,123 ", 	606 , 	586 
RQY,South West London And St George's Mental Health NHS Trust,,,,,," 	2,650 "," 	1,031 "," 	1,170 "," 	1,480 ", 	- 0, 	567 , 	139 , 	287 , 	38 , 	11 , 	1 , 	79 , 	27 , 	42 , 	- 0,*,*, 	24 , 	18 , 	24 , 	24 , 	45 , 	28 , 	298 , 	305 , 	300 , 	236 , 	266 , 	272 , 	211 , 	120 , 	113 , 	92 , 	98 , 	54 , 	53 , 	33 ,*, 	- 0," 	150,982 ", 	13 , 	8 , 	- 0
RXG,South West Yorkshire Partnership NHS Foundation Trust,,,,,," 	3,561 "," 	2,935 "," 	1,837 "," 	1,724 ", 	- 0," 	1,797 ", 	11 , 	358 , 	769 , 	9 , 	9 , 	62 , 	26 , 	53 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	44 , 	48 , 	246 , 	263 , 	270 , 	311 , 	313 , 	261 , 	246 , 	193 , 	170 , 	240 , 	198 , 	204 , 	221 , 	201 , 	117 , 	- 0," 	170,428 ", 	19 , 	9 ,*
NTP11,Southampton NHS Treatment Centre,,,,,," 	16,282 "," 	15,176 "," 	7,519 "," 	8,758 ",*, 	- 0," 	15,176 ", 	- 0, 	- 0, 	33 , 	28 , 	2 , 	1 , 	52 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	35 , 	63 , 	83 , 	119 , 	942 ," 	1,175 "," 	1,124 "," 	1,142 "," 	1,172 "," 	1,340 "," 	1,423 "," 	1,368 "," 	1,273 "," 	1,420 "," 	1,255 "," 	1,048 ", 	750 , 	385 , 	111 ," 	14,681 "," 	2,535 ", 	- 0, 	248 , 	- 0
RAJ,Southend University Hospital NHS Foundation Trust,,,,,," 	116,676 "," 	100,762 "," 	50,557 "," 	66,119 ", 	- 0," 	34,203 "," 	38,963 "," 	17,481 "," 	10,115 ", 	50 , 	39 , 	4 , 	1 , 	58 ," 	4,556 "," 	1,175 ", 	828 , 	906 , 	272 , 	361 , 	469 , 	518 , 	528 ," 	3,520 "," 	4,445 "," 	4,756 "," 	4,162 "," 	3,990 "," 	5,421 "," 	6,426 "," 	6,995 "," 	8,246 "," 	11,578 "," 	10,965 "," 	11,624 "," 	10,674 "," 	8,217 "," 	5,538 "," 	47,240 "," 	193,939 "," 	9,836 "," 	1,752 "," 	3,787 "
RW1,Southern Health NHS Foundation Trust,,,,,," 	15,297 "," 	14,052 "," 	7,433 "," 	7,862 ",*," 	3,697 "," 	5,925 "," 	2,619 "," 	1,811 ", 	41 , 	34 , 	35 , 	12 , 	64 , 	- 0,*,*, 	29 , 	23 , 	29 , 	37 , 	89 , 	107 , 	586 , 	571 , 	633 , 	516 , 	637 , 	756 , 	824 , 	816 , 	840 ," 	1,239 "," 	1,378 "," 	1,598 "," 	1,799 "," 	1,634 "," 	1,136 "," 	6,912 "," 	252,791 ", 	547 , 	231 , 	16 
RVY,Southport And Ormskirk Hospital NHS Trust,,,,,," 	67,270 "," 	58,918 "," 	30,818 "," 	36,448 ",*," 	24,492 "," 	20,425 "," 	8,486 "," 	5,515 ", 	48 , 	29 , 	5 , 	1 , 	56 ," 	3,928 "," 	1,626 ", 	808 , 	638 , 	221 , 	189 , 	246 , 	286 , 	327 ," 	1,957 "," 	2,496 "," 	2,371 "," 	2,182 "," 	2,343 "," 	2,922 "," 	3,510 "," 	3,866 "," 	4,078 "," 	5,634 "," 	6,100 "," 	7,035 "," 	6,745 "," 	4,807 "," 	2,822 "," 	25,512 "," 	157,167 "," 	6,829 ", 	275 , 	736 
NPG01,Spamedica (Manchester),,,,,," 	15,411 "," 	15,411 "," 	6,422 "," 	8,989 ", 	- 0, 	- 0," 	15,411 ", 	- 0, 	- 0, 	66 , 	35 , 	- 0, 	- 0, 	74 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*, 	- 0,*,*, 	14 , 	18 , 	58 , 	167 , 	380 , 	517 ," 	1,091 "," 	1,963 "," 	2,824 "," 	3,593 "," 	2,853 "," 	1,498 ", 	426 ,*, 	- 0, 	- 0,*, 	- 0
NT312,Spire Alexandra Hospital,,,,,," 	1,264 "," 	1,264 ", 	496 , 	768 , 	- 0, 	- 0," 	1,264 ", 	- 0, 	- 0, 	58 , 	58 , 	2 , 	2 , 	56 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	31 , 	39 , 	56 , 	65 , 	88 , 	113 , 	147 , 	126 , 	138 , 	186 , 	122 , 	85 , 	41 , 	12 ,*, 	689 ," 	1,348 ", 	- 0, 	- 0, 	- 0
NT302,Spire Bristol Hospital,,,,,," 	1,410 "," 	1,410 ", 	667 , 	743 , 	- 0, 	- 0," 	1,410 ", 	- 0, 	- 0, 	31 , 	24 , 	2 , 	2 , 	56 , 	- 0, 	- 0,*,*, 	- 0, 	- 0, 	- 0,*,*, 	30 , 	42 , 	67 , 	71 , 	105 , 	117 , 	162 , 	176 , 	158 , 	184 , 	145 , 	88 , 	37 , 	25 ,*, 	823 ," 	1,375 ", 	- 0, 	- 0, 	- 0
NT315,Spire Bushey Hospital,,,,,, 	667 , 	667 , 	339 , 	328 , 	- 0, 	- 0, 	667 , 	- 0, 	- 0, 	56 , 	56 , 	2 , 	2 , 	53 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	27 , 	29 , 	43 , 	68 , 	47 , 	70 , 	67 , 	60 , 	55 , 	58 , 	59 , 	44 , 	22 , 	9 ,*, 	495 , 	421 , 	- 0, 	- 0, 	- 0
NT317,Spire Cambridge Lea Hospital,,,,,, 	790 , 	790 , 	429 , 	361 , 	- 0, 	- 0, 	790 , 	- 0, 	- 0, 	38 , 	31 , 	3 , 	3 , 	52 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	50 , 	51 , 	43 , 	55 , 	64 , 	66 , 	60 , 	68 , 	91 , 	84 , 	71 , 	51 ,*,*,*, 	411 , 	993 , 	- 0, 	- 0, 	- 0
NT324,Spire Cheshire Hospital,,,,,," 	3,152 "," 	3,152 "," 	1,466 "," 	1,686 ", 	- 0, 	- 0," 	3,151 ",*,*, 	46 , 	42 , 	2 , 	1 , 	54 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	15 , 	13 , 	114 , 	136 , 	154 , 	183 , 	272 , 	340 , 	347 , 	339 , 	328 , 	360 , 	243 , 	175 , 	100 , 	19 , 	9 ," 	2,403 "," 	1,547 ", 	- 0, 	- 0, 	- 0
NT345,Spire Clare Park Hospital,,,,,," 	1,214 "," 	1,214 ", 	522 , 	692 , 	- 0, 	- 0," 	1,214 ", 	- 0, 	- 0, 	42 , 	35 , 	2 , 	2 , 	56 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	7 , 	37 , 	46 , 	54 , 	66 , 	101 , 	101 , 	123 , 	91 , 	128 , 	159 , 	113 , 	100 , 	53 , 	21 , 	8 , 	940 , 	660 , 	- 0, 	- 0, 	- 0
NT344,Spire Dunedin Hospital,,,,,," 	1,513 "," 	1,513 ", 	654 , 	859 , 	- 0, 	- 0," 	1,513 ", 	- 0, 	- 0, 	47 , 	42 , 	2 , 	2 , 	54 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	38 , 	64 , 	93 , 	104 , 	138 , 	215 , 	150 , 	141 , 	114 , 	129 , 	145 , 	72 , 	75 , 	25 ,*," 	1,329 ", 	420 , 	- 0, 	- 0, 	- 0
NT348,Spire Elland Hospital,,,,,," 	3,822 "," 	3,822 "," 	1,654 "," 	2,168 ", 	- 0, 	- 0," 	3,822 ", 	- 0, 	- 0, 	54 , 	53 , 	2 , 	2 , 	54 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	14 , 	16 , 	105 , 	162 , 	196 , 	213 , 	351 , 	452 , 	485 , 	368 , 	381 , 	425 , 	283 , 	177 , 	129 , 	50 , 	12 ," 	2,982 "," 	1,744 ", 	- 0, 	- 0, 	- 0
NT347,Spire Fylde Coast Hospital,,,,,," 	5,413 "," 	5,413 "," 	2,412 "," 	3,001 ", 	- 0, 	- 0," 	5,413 ", 	- 0, 	- 0, 	52 , 	50 , 	2 , 	3 , 	60 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	17 , 	17 , 	119 , 	154 , 	186 , 	228 , 	330 , 	437 , 	507 , 	502 , 	505 , 	619 , 	633 , 	572 , 	375 , 	160 , 	46 ," 	4,702 "," 	1,739 ", 	- 0, 	- 0, 	- 0
